"series key","first date (dd-mm-yyyy)","last date (dd-mm-yyyy)","dimensions"
"SUP.Q.LV.W0._Z.A7170._T.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.LV.W0._Z.A7170._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.A7180._T.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.LV.W0._Z.A7180._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.A7190._T.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.LV.W0._Z.A7190._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.A7200._T.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.LV.W0._Z.A7200._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.A9600._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.A9600._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.AQ001._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.AQ002._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.AQ003._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.AQ100._T.SII._Z.ALL.LE.E.C","01-04-2020","01-10-2025","null"
"SUP.Q.LV.W0._Z.AQ100._T.SII._Z.PCI.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.LV.W0._Z.AQ100._T.SII._Z.ST1.LE.E.C","01-04-2020","01-10-2025","null"
"SUP.Q.LV.W0._Z.AQ100._T.SII._Z.ST2.LE.E.C","01-04-2020","01-10-2025","null"
"SUP.Q.LV.W0._Z.AQ100._T.SII._Z.ST3.LE.E.C","01-04-2020","01-10-2025","null"
"SUP.Q.LV.W0._Z.E0000._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E0000._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E0010._T.SII._Z.NFM.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E0010._T.SII._Z.N_.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E0010._T.SII._Z.PFM.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E0010._T.SII._Z.P_.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E0030._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E0030._T.LSI._Z.N_.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E0030._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E0030._T.SII._Z.N_.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E0035._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E0035._T.LSI._Z.N_.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E0035._T.SII._Z.ALL.LE.E.C","01-04-2020","01-10-2025","null"
"SUP.Q.LV.W0._Z.E0035._T.SII._Z.N_.LE.E.C","01-04-2020","01-10-2025","null"
"SUP.Q.LV.W0._Z.E1000._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E1000._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E1100._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E1100._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E1300._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E1300._T.SII._Z.ALL.LE.E.C","01-01-2020","01-10-2025","null"
"SUP.Q.LV.W0._Z.E2000._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E2000._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E2130._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E2130._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E2135._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E2135._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E2140._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E2140._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E2145._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E2145._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E3000._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E3000._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E324C._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E324C._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E324E._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E324E._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E324I._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E324I._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E324Q._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E324Q._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E4000._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E4000._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E5000._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E5000._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E5100._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E5100._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E5200._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E5200._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E6000._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E6000._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E6100._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-10-2024","null"
"SUP.Q.LV.W0._Z.E6100._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2024","null"
"SUP.Q.LV.W0._Z.E6200._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-10-2024","null"
"SUP.Q.LV.W0._Z.E6200._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2024","null"
"SUP.Q.LV.W0._Z.E6300._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-10-2024","null"
"SUP.Q.LV.W0._Z.E6300._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2024","null"
"SUP.Q.LV.W0._Z.E7000._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E7000._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.E9300._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.E9300._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.EW130._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.EW130._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.EW135._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.EW135._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.EW140._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.EW140._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.EW145._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.EW145._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.EW24C._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.EW24C._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.EW24I._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.EW24I._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.EW24Q._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.EW24Q._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.EW24R._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.EW24R._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I2003._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I2003._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I2004._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I2004._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I2100._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I2100._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I2110._T.SII._Z._Z._Z.PCT.C","01-01-2019","01-10-2025","null"
"SUP.Q.LV.W0._Z.I2120._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I2120._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I2513._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I2513._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I2526._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-07-2022","null"
"SUP.Q.LV.W0._Z.I2527._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I2527._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I2531._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I2531._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I3017._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I3017._T.SII._Z._Z._Z.PCT.C","01-07-2016","01-10-2025","null"
"SUP.Q.LV.W0._Z.I3053._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I3053._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I3063._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I3063._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I3211._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I3211._T.SII._Z._Z._Z.PCT.C","01-04-2019","01-10-2025","null"
"SUP.Q.LV.W0._Z.I3212._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I3212._T.SII._Z._Z._Z.PCT.C","01-04-2019","01-10-2025","null"
"SUP.Q.LV.W0._Z.I3213._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I3213._T.SII._Z._Z._Z.PCT.C","01-04-2019","01-10-2025","null"
"SUP.Q.LV.W0._Z.I3214._T.LSI._Z._Z._Z.PCT.C","01-04-2021","01-07-2025","null"
"SUP.Q.LV.W0._Z.I3214._T.SII._Z._Z._Z.PCT.C","01-04-2021","01-10-2025","null"
"SUP.Q.LV.W0._Z.I3645._T.SII._Z.NFM._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I3645._T.SII._Z.N_._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I3645._T.SII._Z.PFM._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I3645._T.SII._Z.P_._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I3660._T.SII._Z.PCI._Z.PCT.C","01-04-2021","01-10-2025","null"
"SUP.Q.LV.W0._Z.I3660._T.SII._Z.ST1._Z.PCT.C","01-04-2020","01-10-2025","null"
"SUP.Q.LV.W0._Z.I3660._T.SII._Z.ST2._Z.PCT.C","01-04-2020","01-10-2025","null"
"SUP.Q.LV.W0._Z.I3660._T.SII._Z.ST3._Z.PCT.C","01-04-2020","01-10-2025","null"
"SUP.Q.LV.W0._Z.I4001._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I4001._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I4002._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I4002._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I4008._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I4008._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I7000._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I7000._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I7005._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.I7005._T.SII._Z._Z._Z.PCT.C","01-04-2020","01-10-2025","null"
"SUP.Q.LV.W0._Z.I7100._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I7200._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I7300._T.SII._Z._Z._Z.PCT.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.I7400._T.SII._Z._Z._Z.PCT.C","01-04-2020","01-10-2025","null"
"SUP.Q.LV.W0._Z.I7500._T.SII._Z._Z._Z.PCT.C","01-04-2020","01-10-2025","null"
"SUP.Q.LV.W0._Z.I7600._T.SII._Z._Z._Z.PCT.C","01-04-2020","01-10-2025","null"
"SUP.Q.LV.W0._Z.I7700._T.SII._Z._Z._Z.PCT.C","01-04-2021","01-10-2025","null"
"SUP.Q.LV.W0._Z.KSV12._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.KSV12._T.SII._Z._Z._Z.PCT.C","01-07-2016","01-10-2025","null"
"SUP.Q.LV.W0._Z.KSV13._T.LSI._Z._Z._Z.PCT.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.KSV13._T.SII._Z._Z._Z.PCT.C","01-07-2016","01-10-2025","null"
"SUP.Q.LV.W0._Z.L1150._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.L1150._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.L1250._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.L1250._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.L1251._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.L1450._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.L1450._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.L1451._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.L1451._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.L3000._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.L3000._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6100._T.LSI._Z.ALL.LE.E.C","01-04-2021","01-07-2025","null"
"SUP.Q.LV.W0._Z.L6100._T.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6110._T.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.LV.W0._Z.L6110._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6120._T.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.LV.W0._Z.L6120._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6121._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6122._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6123._T.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.LV.W0._Z.L6123._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6130._T.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.LV.W0._Z.L6130._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6131._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6132._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6133._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6140._T.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.LV.W0._Z.L6140._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6150._T.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.LV.W0._Z.L6150._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6160._T.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.LV.W0._Z.L6160._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6161._T.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.LV.W0._Z.L6161._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6170._T.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.LV.W0._Z.L6170._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6180._T.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.LV.W0._Z.L6180._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.L6190._T.LSI._Z.ALL.LE.E.C","01-10-2022","01-07-2025","null"
"SUP.Q.LV.W0._Z.L6190._T.SII._Z.ALL.LE.E.C","01-10-2022","01-10-2025","null"
"SUP.Q.LV.W0._Z.L9600._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.L9600._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.LE000._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.LE000._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.LE200._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.LE200._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.LE400._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.LE400._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.LE500._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.LE730._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.LE730._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.LE999._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.LE999._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.MSV12._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.MSV12._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.LV.W0._Z.MSV13._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.MSV13._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.LV.W0._Z.MSV31._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.MSV31._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.LV.W0._Z.MSV33._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.MSV33._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.LV.W0._Z.MSV34._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.MSV34._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.LV.W0._Z.MSV35._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.MSV35._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.LV.W0._Z.MSV36._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.MSV36._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.LV.W0._Z.MSV37._T.SII._Z.ALL.LE.E.C","01-07-2016","01-01-2021","null"
"SUP.Q.LV.W0._Z.MSV38._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.MSV38._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.LV.W0._Z.MSV39._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.MSV39._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.LV.W0._Z.MSV40._T.LSI._Z.ALL.LE.E.C","01-04-2021","01-07-2025","null"
"SUP.Q.LV.W0._Z.MSV40._T.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.LV.W0._Z.MSV41._T.LSI._Z.ALL.LE.E.C","01-04-2021","01-07-2025","null"
"SUP.Q.LV.W0._Z.MSV41._T.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.LV.W0._Z.MSV42._T.LSI._Z.ALL.LE.E.C","01-04-2021","01-07-2025","null"
"SUP.Q.LV.W0._Z.MSV42._T.SII._Z.ALL.LE.E.C","01-04-2021","01-10-2025","null"
"SUP.Q.LV.W0._Z.NSV12._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.NSV12._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.LV.W0._Z.NSV13._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.NSV13._T.SII._Z.ALL.LE.E.C","01-07-2016","01-10-2025","null"
"SUP.Q.LV.W0._Z.NSV21._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.O0000._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.O0000._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
"SUP.Q.LV.W0._Z.O1000._T.LSI._Z.ALL.LE.E.C","01-04-2020","01-07-2025","null"
"SUP.Q.LV.W0._Z.O1000._T.SII._Z.ALL.LE.E.C","01-04-2015","01-10-2025","null"
