Publication Table,Publication table description,Period,Dimension,Dimension name,Dimension code,Dimension value,Dataflow,Dataflow name,Last update of data,Downloaded at,Source,Source URL,Download URL,About International banking / Locational banking statistics
BIS:LBS_A2(1.0),"Cross-border positions, by location of reporting bank and sector of counterparty",2025-Q3,L_MEASURE,Measure,S,Amounts outstanding / Stocks,BIS:WS_LBS_D_PUB(1.0),Locational banking,16/03/2026,2026-03-30 23:00 CEST,BIS,"https://data.bis.org/topics/LBS/tables-and-dashboards/BIS,LBS_A2,1.0?","https://data.bis.org/pt_export/BIS,LBS_A2,1.0?file_format=csv&include=code%2Clabel&variant=table",https://data.bis.org/topics/LBS

,All sectors,,Bank sector,,,,Non-bank sector,,,,,,Unallocated by sector,
,,,Total,,Of which: Intragroup [1],,Total,,Of which: Non-bank financial,,Of which: Non-financial,,,
,Claims,Liabilities,Claims,Liabilities,Claims,Liabilities,Claims,Liabilities,Claims,Liabilities,Claims,Liabilities,Claims,Liabilities
  China,Q.S.C.A.TO1.A.5J.A.CN.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.CN.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.CN.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.CN.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.CN.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.CN.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.CN.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.CN.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.CN.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.CN.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.CN.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.CN.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.CN.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.CN.U.5J.N.2025-Q3
  Chinese Taipei,Q.S.C.A.TO1.A.5J.A.TW.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.TW.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.TW.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.TW.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.TW.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.TW.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.TW.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.TW.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.TW.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.TW.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.TW.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.TW.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.TW.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.TW.U.5J.N.2025-Q3
  Curaçao,,,,,,,,,,,,,,
  Cyprus,Q.S.C.A.TO1.A.5J.A.CY.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.CY.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.CY.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.CY.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.CY.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.CY.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.CY.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.CY.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.CY.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.CY.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.CY.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.CY.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.CY.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.CY.U.5J.N.2025-Q3
  Denmark,Q.S.C.A.TO1.A.5J.A.DK.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.DK.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.DK.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.DK.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.DK.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.DK.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.DK.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.DK.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.DK.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.DK.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.DK.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.DK.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.DK.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.DK.U.5J.N.2025-Q3
  Finland,Q.S.C.A.TO1.A.5J.A.FI.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.FI.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.FI.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.FI.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.FI.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.FI.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.FI.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.FI.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.FI.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.FI.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.FI.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.FI.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.FI.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.FI.U.5J.N.2025-Q3
  France,Q.S.C.A.TO1.A.5J.A.FR.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.FR.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.FR.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.FR.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.FR.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.FR.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.FR.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.FR.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.FR.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.FR.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.FR.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.FR.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.FR.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.FR.U.5J.N.2025-Q3
  Germany,Q.S.C.A.TO1.A.5J.A.DE.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.DE.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.DE.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.DE.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.DE.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.DE.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.DE.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.DE.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.DE.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.DE.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.DE.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.DE.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.DE.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.DE.U.5J.N.2025-Q3
  Greece,Q.S.C.A.TO1.A.5J.A.GR.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.GR.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.GR.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.GR.B.5J.N.2025-Q3,,,Q.S.C.A.TO1.A.5J.A.GR.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.GR.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.GR.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.GR.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.GR.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.GR.P.5J.N.2025-Q3,,
  Guernsey,Q.S.C.A.TO1.A.5J.A.GG.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.GG.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.GG.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.GG.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.GG.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.GG.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.GG.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.GG.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.GG.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.GG.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.GG.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.GG.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.GG.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.GG.U.5J.N.2025-Q3
  Hong Kong SAR,Q.S.C.A.TO1.A.5J.A.HK.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.HK.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.HK.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.HK.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.HK.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.HK.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.HK.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.HK.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.HK.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.HK.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.HK.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.HK.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.HK.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.HK.U.5J.N.2025-Q3
  India,Q.S.C.A.TO1.A.5J.A.IN.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IN.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IN.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IN.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IN.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IN.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IN.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IN.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IN.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IN.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IN.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IN.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IN.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IN.U.5J.N.2025-Q3
  Indonesia,Q.S.C.A.TO1.A.5J.A.ID.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.ID.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.ID.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.ID.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.ID.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.ID.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.ID.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.ID.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.ID.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.ID.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.ID.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.ID.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.ID.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.ID.U.5J.N.2025-Q3
  Ireland,Q.S.C.A.TO1.A.5J.A.IE.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IE.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IE.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IE.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IE.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IE.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IE.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IE.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IE.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IE.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IE.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IE.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IE.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IE.U.5J.N.2025-Q3
  Isle of Man,Q.S.C.A.TO1.A.5J.A.IM.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IM.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IM.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IM.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IM.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IM.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IM.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IM.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IM.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IM.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IM.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IM.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IM.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IM.U.5J.N.2025-Q3
  Italy,Q.S.C.A.TO1.A.5J.A.IT.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IT.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IT.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IT.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IT.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IT.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IT.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IT.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IT.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IT.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IT.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IT.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.IT.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.IT.U.5J.N.2025-Q3
  Japan,Q.S.C.A.TO1.A.5J.A.JP.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.JP.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.JP.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.JP.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.JP.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.JP.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.JP.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.JP.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.JP.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.JP.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.JP.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.JP.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.JP.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.JP.U.5J.N.2025-Q3
  Jersey,Q.S.C.A.TO1.A.5J.A.JE.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.JE.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.JE.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.JE.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.JE.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.JE.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.JE.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.JE.N.5J.N.2025-Q3,,,,,Q.S.C.A.TO1.A.5J.A.JE.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.JE.U.5J.N.2025-Q3
  Korea,Q.S.C.A.TO1.A.5J.A.KR.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.KR.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.KR.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.KR.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.KR.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.KR.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.KR.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.KR.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.KR.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.KR.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.KR.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.KR.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.KR.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.KR.U.5J.N.2025-Q3
  Luxembourg,Q.S.C.A.TO1.A.5J.A.LU.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.LU.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.LU.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.LU.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.LU.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.LU.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.LU.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.LU.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.LU.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.LU.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.LU.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.LU.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.LU.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.LU.U.5J.N.2025-Q3
  Macao SAR,Q.S.C.A.TO1.A.5J.A.MO.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MO.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.MO.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MO.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.MO.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MO.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.MO.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MO.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.MO.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MO.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.MO.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MO.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.MO.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MO.U.5J.N.2025-Q3
  Malaysia,Q.S.C.A.TO1.A.5J.A.MY.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MY.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.MY.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MY.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.MY.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MY.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.MY.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MY.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.MY.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MY.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.MY.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MY.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.MY.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MY.U.5J.N.2025-Q3
  Mexico,Q.S.C.A.TO1.A.5J.A.MX.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MX.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.MX.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MX.B.5J.N.2025-Q3,,,Q.S.C.A.TO1.A.5J.A.MX.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.MX.N.5J.N.2025-Q3,,,,,,
  Netherlands,Q.S.C.A.TO1.A.5J.A.NL.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.NL.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.NL.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.NL.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.NL.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.NL.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.NL.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.NL.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.NL.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.NL.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.NL.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.NL.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.NL.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.NL.U.5J.N.2025-Q3
  Norway,Q.S.C.A.TO1.A.5J.A.NO.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.NO.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.NO.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.NO.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.NO.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.NO.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.NO.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.NO.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.NO.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.NO.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.NO.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.NO.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.NO.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.NO.U.5J.N.2025-Q3
  Panama,Q.S.C.A.TO1.A.5J.A.PA.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PA.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.PA.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PA.B.5J.N.2025-Q3,,,Q.S.C.A.TO1.A.5J.A.PA.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PA.N.5J.N.2025-Q3,,,,,,
  Philippines,Q.S.C.A.TO1.A.5J.A.PH.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PH.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.PH.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PH.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.PH.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PH.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.PH.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PH.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.PH.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PH.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.PH.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PH.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.PH.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PH.U.5J.N.2025-Q3
  Portugal,Q.S.C.A.TO1.A.5J.A.PT.A.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PT.A.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.PT.B.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PT.B.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.PT.I.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PT.I.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.PT.N.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PT.N.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.PT.F.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PT.F.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.PT.P.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PT.P.5J.N.2025-Q3,Q.S.C.A.TO1.A.5J.A.PT.U.5J.N.2025-Q3,Q.S.L.A.TO1.A.5J.A.PT.U.5J.N.2025-Q3
  Russia,,,,,,,,,,,,,,
